AppID,Name,Release_Date,Primary_Genre,All_Tags,Price_USD,Discount_Pct,Review_Score_Pct,Total_Reviews,Steam_Deck_Status,Estimated_Owners,24h_Peak_Players
886250,Vegas Infinite by PokerStars,11/10/2023,Casual,Free to Play;VR;Casual;Strategy;Gambling;Card Game;Multiplayer;Sexual Content,0,0,55,0,Unknown,0,171
534380,Dying Light 2 Stay Human: Reloaded Edition,2/3/2022,Action,Open World;Co-op;Zombies;Parkour;Multiplayer;Horror;Gore;Post-apocalyptic;Combat;Survival,59.99,0,76,157901,Unknown,4737030,4223
1942110,Bootstrap Island,3/12/2026,Action,Survival;Adventure;Life Sim;Roguelike;Action;Survival Horror;Open World;VR;Nature;Atmospheric,22.49,10,76,972,Unknown,29160,9
206480,Dungeons & Dragons Online®,6/25/2012,Action,Free to Play;Dungeons & Dragons;RPG;MMORPG;Massively Multiplayer;Fantasy;Adventure;Multiplayer;Action;Dragons,0,0,70,0,Unknown,0,260
220740,Chaos on Deponia,11/6/2012,Adventure,Adventure;Point & Click;Comedy;Singleplayer;Puzzle;Indie;Funny;Story Rich;2D;Great Soundtrack,1.99,90,87,2349,Unknown,70470,11
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,9/1/2015,Action,Stealth;Open World;Action;Story Rich;Tactical;Cinematic;Third Person;Great Soundtrack;Singleplayer;Atmospheric,19.99,0,92,71253,Unknown,2137590,1333
2420110,Horizon Forbidden West™ Complete Edition,3/21/2024,Action,Open World;Singleplayer;Female Protagonist;Action;Exploration;Story Rich;RPG;Post-apocalyptic;Third Person;Sci-fi,59.99,0,84,18657,Unknown,559710,1005
516750,My Summer Car,1/8/2025,Indie,Automobile Sim;Simulation;Open World;Driving;Survival;Realistic;First-Person;Building;Singleplayer;Racing,14.99,0,93,102924,Unknown,3087720,1044
1222690,Dragon Age™ Inquisition,6/4/2020,Action,RPG;Open World;Character Customization;Choices Matter;Fantasy;Story Rich;Singleplayer;Sexual Content;Adventure;Action,9.99,75,71,18480,Unknown,554400,454
3901910,The Liar Princess and the Blind Prince,3/11/2026,Action,Hand-drawn;Puzzle Platformer;Action-Adventure;Action;Cute;Adventure;Comic Book;Atmospheric;Puzzle;Fantasy,13.39,33,94,176,Unknown,5280,0
3819640,Megastore Simulator,2/2/2026,Casual,Simulation;Management;Life Sim;Immersive Sim;Economy;Crafting;Singleplayer;First-Person;Trading;Building,13.99,0,91,505,Unknown,15150,0
2716400,The Rise of the Golden Idol,11/12/2024,Adventure,Mystery;Investigation;Detective;Conspiracy;Adventure;2D;Puzzle;Atmospheric;Choices Matter;Crime,13.99,30,83,3447,Unknown,103410,59
312750,Final Fantasy IV (3D Remake),9/17/2014,RPG,RPG;JRPG;Fantasy;Remake;Story Rich;Classic;Great Soundtrack;Singleplayer;Turn-Based;Turn-Based Combat,6.39,60,83,2629,Unknown,78870,48
2634950,Tokyo Xtreme Racer,9/24/2025,Racing,Racing;Driving;Controller;Singleplayer;3D;Automobile Sim;RPG;Arcade;Vehicular Combat;Open World,49.99,0,88,14472,Unknown,434160,193
1222140,Detroit: Become Human,6/18/2020,Action,Choices Matter;Story Rich;Multiple Endings;Cinematic;Singleplayer;Emotional;Robots;Futuristic;Sci-fi;Adventure,39.99,0,97,199662,Unknown,5989860,2344
3454650,BitCraft Online,6/21/2025,Indie,Early Access;MMORPG;Open World Survival Craft;Idler;Sandbox;Relaxing;Cozy;Point & Click;Base Building;Exploration,15.99,0,73,2846,Unknown,85380,0
1995520,Pax Dei,10/16/2025,Massively Multiplayer,PvE;Sandbox;Medieval;MMORPG;Crafting;Open World;Base Building;RPG;Exploration;PvP,17.99,40,69,6702,Unknown,201060,145
1942280,Brotato,6/23/2023,Action,Roguelike;Singleplayer;Bullet Hell;Action Roguelike;Local Co-Op;Survival;Multiplayer;Sci-fi;Arena Shooter;Roguelite,4.99,0,94,104471,Unknown,3134130,6389
3467040,Bookshop Simulator,9/16/2025,Simulation,Simulation;Management;Economy;Singleplayer;Trading;Parody ;Early Access;Capitalism;Cats;Cozy,15.99,0,92,832,Unknown,24960,0
812140,Assassin's Creed® Odyssey,10/5/2018,Action,Open World;RPG;Singleplayer;Historical;Action;Assassin;Third Person;Adventure;Mythology;Stealth,59.99,0,86,165913,Unknown,4977390,2629
552100,Brick Rigs,7/14/2023,Simulation,Sandbox;Destruction;Multiplayer;Building;LEGO;Open World;Physics;Family Friendly;Driving;Simulation,19.99,0,95,50280,Unknown,1508400,983
1044720,Farthest Frontier,10/23/2025,Indie,Building;City Builder;Strategy;Resource Management;Medieval;Agriculture;4X;Historical;Economy;Base Building,34.99,0,86,22469,Unknown,674070,995
410340,Liftoff®: FPV Drone Racing,9/13/2018,Indie,Simulation;Flight;Racing;Realistic;First-Person;Sports;Multiplayer;Immersive Sim;Indie;Early Access,19.99,0,96,12449,Unknown,373470,423
2305640,Bladesong,1/22/2026,Indie,Early Access;Shop Keeper;Crafting;Medieval;RPG;Story Rich;Design & Illustration;3D;Atmospheric;Management,19.99,0,95,980,Unknown,29400,0
2488370,Cash Cleaner Simulator,5/8/2025,Casual,Cozy;Simulation;Multiple Endings;Satire;Relaxing;Management;Life Sim;Sandbox;Physics;Crime,19.99,0,91,6529,Unknown,195870,2538
4197990,Cargo Hunters,3/9/2026,Action,Early Access;Extraction Shooter;Third-Person Shooter;Post-apocalyptic;Survival;Loot;PvE;Gun Customization;Shooter;Exploration,15.99,20,79,168,Unknown,5040,0
1627570,The Plucky Squire,9/17/2024,Adventure,Adventure;Action-Adventure;3D Platformer;2D Platformer;Puzzle Platformer;Cute;3D;2D;Cartoony;Family Friendly,9.89,67,76,2457,Unknown,73710,12
1880620,Once Upon A KATAMARI,10/23/2025,Action,Action;3D;Adventure;Singleplayer;Historical;Controller;Character Customization;Multiplayer;Casual;Tutorial,29.99,25,70,1247,Unknown,37410,0
335300,DARK SOULS™ II: Scholar of the First Sin,4/1/2015,Action,Souls-like;Dark Fantasy;RPG;Difficult;Action;Third Person;Atmospheric;Action RPG;Character Customization;Co-op,39.99,0,79,80208,Unknown,2406240,1612
1222730,STAR WARS™: Squadrons,10/1/2020,Action,Flight;Space;VR;Multiplayer;Singleplayer;Sci-fi;Action;Simulation;First-Person;PvP,3.99,90,54,24690,Unknown,740700,79
1677770,The Case of the Golden Idol,10/13/2022,Adventure,Mystery;Detective;Investigation;Puzzle;Conspiracy;Point & Click;Story Rich;2D;Thriller;Interactive Fiction,8.09,55,95,8933,Unknown,267990,51
3167020,Escape From Duckov,10/16/2025,Action,Adventure;Action;Extraction Shooter;Top-Down Shooter;Looter Shooter;Shooter;Third-Person Shooter;Exploration;Survival;Cute,17.99,0,85,80785,Unknown,2423550,0
433340,Slime Rancher,8/1/2017,Action,Cute;Exploration;Adventure;Singleplayer;Open World;First-Person;Colorful;Funny;Sandbox;Simulation,19.99,0,98,133810,Unknown,4014300,858
756800,Contraband Police,3/8/2023,Action,Open World;Simulation;Singleplayer;First-Person;Realistic;Action;Multiple Endings;1980s;Automobile Sim;FPS,29.99,0,95,23306,Unknown,699180,429
1904480,Absolum,10/9/2025,Action,Beat 'em up;Roguelite;Local Co-Op;Fantasy;Hand-drawn;Action;Adventure;Co-op;Fighting;Side Scroller,24.99,0,85,7877,Unknown,236310,0
2677660,Indiana Jones and the Great Circle,12/8/2024,Action,Action-Adventure;First-Person;Story Rich;Puzzle;Singleplayer;Adventure;Exploration;Historical;Stealth;Open World,69.99,0,92,11833,Unknown,354990,274
2169200,Sniper Elite: Resistance,1/30/2025,Action,Action;Adventure;Singleplayer;Third-Person Shooter;Multiplayer;Action-Adventure;Stealth;Third Person;War;Sniper,49.99,0,83,4090,Unknown,122700,957
1005300,The Jackbox Party Pack 6,10/16/2019,Casual,Trivia;Casual;Multiplayer;Indie;Local Multiplayer;Party;Funny;Comedy;Party Game;Board Game,29.99,0,95,2302,Unknown,69060,48
1357210,Galactic Civilizations IV,10/19/2023,Simulation,Space;Grand Strategy;Simulation;4X;Strategy;Sci-fi;Exploration;Sandbox;Multiplayer;Turn-Based Strategy,15.99,60,78,2029,Unknown,60870,330
2440510,Forza Motorsport,10/9/2023,Racing,Racing;Multiplayer;Automobile Sim;Simulation;Driving;Sports;First-Person;Realistic;Singleplayer;Third Person,69.99,0,57,11445,Unknown,343350,506
2909110,Nuclear Nightmare,10/20/2024,Action,Online Co-Op;Survival Horror;Horror;Co-op;First-Person;Psychological Horror;Atmospheric;Exploration;Open World;Multiplayer,6.99,0,76,14024,Unknown,420720,305
934700,Dead Island 2,4/22/2024,Action,Co-op;Zombies;Gore;First-Person;Action-Adventure;Post-apocalyptic;Horror;Adventure;Action RPG;Dark,49.99,0,76,17874,Unknown,536220,1023
17470,Dead Space (2008),1/9/2009,Action,Horror;Sci-fi;Action;Space;Survival Horror;Third Person;Atmospheric;Singleplayer;Third-Person Shooter;Gore,7.99,60,89,22300,Unknown,669000,43
2918150,ONE PIECE Bounty Rush,9/23/2024,Action,Action;Free to Play;Multiplayer;Anime;3D Fighter;PvP;Online Co-Op;Fighting;Controller;Gambling,0,0,71,0,Unknown,0,1469
611670,The Elder Scrolls V: Skyrim VR,4/2/2018,RPG,Open World;RPG;VR;Singleplayer;Adventure;Fantasy;Magic;First-Person;Action;Dragons,59.99,0,56,8908,Unknown,267240,241
471710,Rec Room,9/2/2021,Adventure,Free to Play;VR;Multiplayer;Online Co-Op;Funny;First-Person;Massively Multiplayer;Casual;Sandbox;Adventure,0,0,82,110,Unknown,3300,1510
2707490,Tower Factory,11/7/2024,Simulation,Early Access;Tower Defense;Automation;Base Building;RTS;Resource Management;Roguelite;Crafting;Procedural Generation;Roguelike,11.99,20,93,1054,Unknown,31620,27
16900,GROUND BRANCH,8/14/2018,Action,Tactical;Realistic;Military;FPS;Shooter;Multiplayer;Singleplayer;Simulation;Action;Co-op,29.99,0,79,20655,Unknown,619650,349
1385290,Pizza Slice,3/13/2026,Casual,PvP;Cooking;Simulation;Resource Management;Immersive Sim;Indie;3D;Family Friendly;Strategy;Singleplayer,11.99,20,73,0,Unknown,0,0
555950,Danganronpa Another Episode: Ultra Despair Girls,6/27/2017,Action,Anime;Female Protagonist;Action;Third-Person Shooter;Story Rich;Singleplayer;Sexual Content;Great Soundtrack;Visual Novel;Violent,2.99,90,69,6452,Unknown,193560,31
3868650,Fallout 4 - Creations Bundle,11/10/2025,RPG,Open World;Post-apocalyptic;Singleplayer;Exploration;RPG;Adventure;Atmospheric;Shooter;First-Person;Story Rich,19.99,0,18,677,Unknown,20310,0
404090,Fallout 4 Season Pass,3/21/2016,RPG,RPG;Open World;Post-apocalyptic;Singleplayer;Action;Shooter;Atmospheric;Exploration;FPS;Story Rich,34.99,0,33,2437,Unknown,73110,0
1629520,A Little to the Left,11/8/2022,Casual,Puzzle;Relaxing;Cute;Casual;Singleplayer;Point & Click;Atmospheric;Wholesome;Life Sim;Family Friendly,14.99,0,93,15287,Unknown,458610,422
24010,Train Simulator Classic,9/17/2015,Simulation,Simulation;Trains;Singleplayer;Realistic;Driving;Relaxing;Casual;Open World;Moddable;Building,29.99,0,85,19091,Unknown,572730,503
3747730,Legacy of Kain: Defiance Remastered,3/3/2026,Action,Action;Adventure;Vampire;Action-Adventure;Story Rich;3D;Stylized;Horror;Singleplayer;Linear,24.99,0,97,368,Unknown,11040,0
1295920,The Mortuary Assistant,8/2/2022,Adventure,Horror;Supernatural;Demons;Mystery;Atmospheric;Surreal;Simulation;Singleplayer;First-Person;Multiplayer,24.99,0,79,6946,Unknown,208380,80
1016920,Unrailed!,9/23/2020,Action,Multiplayer;Co-op;Online Co-Op;Local Co-Op;Casual;Trains;Local Multiplayer;Action;Procedural Generation;Indie,2.99,85,95,13538,Unknown,406140,182
3417410,Storebound,11/17/2025,Action,Early Access;Co-op;Puzzle;Horror;Exploration;Online Co-Op;Co-op Campaign;Psychological Horror;Atmospheric;Stealth,5.99,25,82,494,Unknown,14820,0
613100,House Flipper,5/17/2018,Indie,Simulation;Design & Illustration;Singleplayer;Building;Relaxing;Sandbox;Casual;Immersive Sim;Education;Multiplayer,24.99,0,93,90351,Unknown,2710530,1311
3058630,Assetto Corsa EVO,1/16/2025,Racing,Early Access;Racing;Simulation;Automobile Sim;Sports;Driving;VR;Realistic;Multiplayer;Physics,39.99,0,36,14751,Unknown,442530,179
1574240,Dread Delusion,5/14/2024,Action,RPG;Open World;Dark Fantasy;Adventure;Exploration;First-Person;Story Rich;Magic;3D;Character Customization,9.99,50,85,4458,Unknown,133740,24
552520,Far Cry® 5,3/26/2018,Action,Open World;Action-Adventure;Co-op;Multiplayer;FPS;Shooter;Exploration;Story Rich;First-Person;Realistic,59.99,0,82,167887,Unknown,5036610,1297
3017860,DOOM: The Dark Ages,5/14/2025,Action,Action;FPS;Demons;Dark Fantasy;Singleplayer;Gore;Sci-fi;Cinematic;First-Person;Shooter,69.99,0,89,25609,Unknown,768270,3518
1969370,LEGO® Party!,9/30/2025,Action,Party Game;LEGO;Party;Multiplayer;Local Multiplayer;Casual;4 Player Local;Funny;Minigames;Arcade,39.99,0,94,955,Unknown,28650,0
1430190,Killing Floor 3,7/24/2025,Action,FPS;Co-op;Zombies;PvE;Shooter;First-Person;Horror;Gore;Cyberpunk;Action,39.99,0,43,14922,Unknown,447660,0
489630,"Warhammer 40,000: Gladius - Relics of War",7/12/2018,Strategy,Strategy;Warhammer 40K;4X;Turn-Based Strategy;Turn-Based;Multiplayer;Hex Grid;Sci-fi;Turn-Based Tactics;Wargame,39.99,0,78,7845,Unknown,235350,1326
313120,Stranded Deep,8/10/2022,Adventure,Open World Survival Craft;Survival;Multiplayer;Open World;Crafting;First-Person;Adventure;Exploration;Realistic;Singleplayer,19.99,0,79,42845,Unknown,1285350,256
601510,Yu-Gi-Oh! Duel Links,11/16/2017,Strategy,Free to Play;Card Game;Anime;Strategy;Multiplayer;Trading Card Game;Singleplayer;Turn-Based;Competitive;Casual,0,0,71,0,Unknown,0,1856
1721110,Abyssus,8/12/2025,Action,FPS;Co-op;Online Co-Op;Roguelite;PvE;Roguelike;Multiplayer;Looter Shooter;Indie;Action,24.99,0,79,3961,Unknown,118830,0
1940340,Darkest Dungeon® II,5/8/2023,Indie,Turn-Based Tactics;Dark Fantasy;Roguelite;Dungeon Crawler;Lovecraftian;Singleplayer;Roguelike;Perma Death;Turn-Based;Turn-Based Combat,39.99,0,71,22589,Unknown,677670,1054
2201940,Ship Graveyard Simulator 2,8/16/2023,Action,Simulation;Destruction;Multiplayer;Online Co-Op;Exploration;Management;Building;Realistic;First-Person;Indie,11.99,52,64,3358,Unknown,100740,271
1062520,Dinkum,4/22/2025,Adventure,Open World Survival Craft;Agriculture;Relaxing;Farming Sim;Co-op;Life Sim;Farming;Crafting;Simulation;Sandbox,19.99,0,90,23998,Unknown,719940,2422
824270,KovaaK's,4/3/2018,Action,Action;Shooter;Simulation;FPS;Indie;First-Person;Software Training;Singleplayer;Controller;Multiplayer,9.99,0,96,35446,Unknown,1063380,1719
3994610,Monster Lab Simulator,2/13/2026,Casual,Early Access;Simulation;Creature Collector;Collectathon;Immersive Sim;Casual;Relaxing;Management;Science;Strategy,12.99,0,71,382,Unknown,11460,0
632470,Disco Elysium - The Final Cut,10/15/2019,RPG,RPG;Story Rich;Choices Matter;Detective;Isometric;Atmospheric;Singleplayer;Point & Click;CRPG;Political,39.99,0,89,112534,Unknown,3376020,918
1522160,Disney Epic Mickey: Rebrushed,9/24/2024,Action,3D Platformer;Action-Adventure;Remake;Family Friendly;Singleplayer;Choose Your Own Adventure;Side Scroller;Exploration;Puzzle Platformer;Cartoon,19.99,50,93,1154,Unknown,34620,25
1272080,PAYDAY 3,9/21/2023,Action,Heist;Co-op;Crime;Action;Multiplayer;FPS;Shooter;Stealth;Tactical;America,29.99,0,57,47279,Unknown,1418370,644
1538550,LEGO® Voyagers,9/15/2025,Adventure,Adventure;Co-op Campaign;LEGO;Local Co-Op;Online Co-Op;Casual;Puzzle;3D Platformer;Puzzle Platformer;Abstract,17.49,30,92,1457,Unknown,43710,0
262060,Darkest Dungeon®,1/19/2016,Indie,Turn-Based Combat;Dungeon Crawler;Dark Fantasy;Roguelike;RPG;Lovecraftian;Difficult;Turn-Based;Singleplayer;Perma Death,24.99,0,90,136888,Unknown,4106640,3848
509980,BIGFOOT,1/31/2017,Action,Early Access;Multiplayer;Horror;Survival Horror;Online Co-Op;Co-op;PvP;PvE;Atmospheric;FPS,19.99,0,88,17407,Unknown,522210,121
